chr	gene_id	gene_name	start	end	gene_type
11	ENSG00000011347	SYT7	61282785	61348620	protein_coding
11	ENSG00000250230	RP11-855O10.2	61355966	61375022	lincRNA
11	ENSG00000149485	FADS1	61567099	61596790	protein_coding
11	ENSG00000167994	RAB3IL1	61664773	61687741	protein_coding
11	ENSG00000167996	FTH1	61727190	61735132	protein_coding
11	ENSG00000197745	SCGB1D4	62063754	62066536	protein_coding
11	ENSG00000255213	NPM1P35	62098418	62099285	pseudogene
11	ENSG00000162174	ASRGL1	62104920	62160882	protein_coding
11	ENSG00000254454	RCC2P6	62138618	62140640	pseudogene
11	ENSG00000124942	AHNAK	62201016	62323707	protein_coding
11	ENSG00000149016	TUT1	62342517	62359649	protein_coding
11	ENSG00000089597	GANAB	62392298	62414104	protein_coding
11	ENSG00000162194	C11orf48	62430287	62439727	protein_coding
11	ENSG00000204922	C11orf83	62437745	62441159	protein_coding
11	ENSG00000234857	RP11-831H9.16	62457747	62494856	protein_coding
11	ENSG00000214753	HNRNPUL2	62480102	62494821	protein_coding
11	ENSG00000168002	POLR2G	62529016	62534182	protein_coding
11	ENSG00000168569	TMEM223	62539101	62559493	protein_coding
11	ENSG00000162231	NXF1	62559595	62573774	protein_coding
11	ENSG00000133316	WDR74	62599814	62609281	protein_coding
11	ENSG00000168003	SLC3A2	62623518	62656352	protein_coding
11	ENSG00000253547	RP11-959F10.5	62814257	62815598	pseudogene
11	ENSG00000256847	CTD-3110P2.2	63010557	63011476	pseudogene
11	ENSG00000149742	SLC22A9	63137261	63177766	protein_coding
11	ENSG00000133321	RARRES3	63304281	63313934	protein_coding
11	ENSG00000168005	C11orf84	63580860	63595190	protein_coding
11	ENSG00000256280	RP11-466C23.5	63602139	63602415	pseudogene
11	ENSG00000167770	OTUB1	63753325	63769283	protein_coding
11	ENSG00000168439	STIP1	63952744	63972015	protein_coding
11	ENSG00000149761	NUDT22	63993413	63998158	protein_coding
11	ENSG00000173511	VEGFB	64002010	64006259	protein_coding
11	ENSG00000002330	BAD	64037302	64052176	protein_coding
11	ENSG00000173153	ESRRA	64073044	64084215	protein_coding
11	ENSG00000231492	AP003774.5	64187863	64200142	lincRNA
11	ENSG00000181908	AP003774.4	64216546	64219126	protein_coding
11	ENSG00000168065	SLC22A11	64323098	64340347	protein_coding
11	ENSG00000168066	SF1	64532078	64546258	protein_coding
11	ENSG00000269290	RP11-869B15.1	64552393	64553092	lincRNA
11	ENSG00000168067	MAP4K2	64556290	64570713	protein_coding
11	ENSG00000110047	EHD1	64619114	64655768	protein_coding
11	ENSG00000230835	AP001187.11	64649007	64649417	pseudogene
11	ENSG00000229719	MIR194-2	64658827	64660921	lincRNA
11	ENSG00000110046	ATG2A	64662007	64684722	protein_coding
11	ENSG00000168070	C11orf85	64704989	64739557	protein_coding
11	ENSG00000110025	SNX15	64781654	64808044	protein_coding
11	ENSG00000270775	AP000436.4	64792862	64793987	pseudogene
11	ENSG00000168060	NAALADL1	64812290	64826021	protein_coding
11	ENSG00000162300	ZFPL1	64851695	64855870	protein_coding
11	ENSG00000149792	MRPL49	64889655	64894843	protein_coding
11	ENSG00000254455	HIGD1AP10	64913162	64913443	pseudogene
11	ENSG00000133884	DPF2	65101225	65120720	protein_coding
11	ENSG00000162241	SLC25A45	65142663	65151172	protein_coding
11	ENSG00000245532	NEAT1	65190245	65213011	lincRNA
11	ENSG00000173727	AP000769.1	65222728	65234028	protein_coding
11	ENSG00000270117	AP000769.7	65265481	65265876	lincRNA
11	ENSG00000173442	EHBP1L1	65343509	65360121	protein_coding
11	ENSG00000173327	MAP3K11	65365226	65382853	protein_coding
11	ENSG00000213445	SIPA1	65405568	65418401	protein_coding
11	ENSG00000172732	MUS81	65624597	65635124	protein_coding
11	ENSG00000172500	FIBP	65651212	65656010	protein_coding
11	ENSG00000175573	C11orf68	65684279	65686588	protein_coding
11	ENSG00000175467	SART1	65729160	65747299	protein_coding
11	ENSG00000254867	RP11-1167A19.6	65751150	65751802	pseudogene
11	ENSG00000175334	BANF1	65769550	65771620	protein_coding
11	ENSG00000175229	GAL3ST3	65809423	65816651	protein_coding
11	ENSG00000255038	RP11-1167A19.2	65834748	65837090	protein_coding
11	ENSG00000174851	YIF1A	66052051	66056641	protein_coding
11	ENSG00000174807	CD248	66081958	66084515	protein_coding
11	ENSG00000174744	BRMS1	66104804	66112596	protein_coding
11	ENSG00000174669	SLC29A2	66129992	66139685	protein_coding
11	ENSG00000254736	RP11-867G23.9	66157080	66157639	pseudogene
11	ENSG00000174547	MRPL11	66202546	66234209	protein_coding
11	ENSG00000254596	CTD-3074O7.7	66221705	66222052	pseudogene
11	ENSG00000174483	BBS1	66278077	66301098	protein_coding
11	ENSG00000269990	CTD-3074O7.12	66303369	66305407	lincRNA
11	ENSG00000182791	CCDC87	66357640	66360554	protein_coding
11	ENSG00000239306	RBM14	66384053	66406124	protein_coding
11	ENSG00000173914	RBM4B	66432469	66445392	protein_coding
11	ENSG00000173621	LRFN4	66624118	66627946	protein_coding
11	ENSG00000173237	C11orf86	66742748	66744475	protein_coding
11	ENSG00000173156	RHOD	66824289	66839484	protein_coding
11	ENSG00000172830	SSH3	67070919	67080078	protein_coding
11	ENSG00000172508	CARNS1	67182439	67193078	protein_coding
11	ENSG00000213402	PTPRCAP	67202981	67205538	protein_coding
11	ENSG00000175544	CABP4	67219877	67226699	protein_coding
11	ENSG00000270169	CTC-1337H24.2	67229181	67229791	lincRNA
11	ENSG00000172663	TMEM134	67231824	67236743	protein_coding
11	ENSG00000167797	CDK2AP2	67273968	67276120	protein_coding
11	ENSG00000084207	GSTP1	67351066	67354131	protein_coding
11	ENSG00000167792	NDUFV1	67374323	67380006	protein_coding
11	ENSG00000231793	DOC2GP	67380124	67383728	pseudogene
11	ENSG00000255318	RP11-655M14.13	67385750	67394775	lincRNA
11	ENSG00000167799	NUDT8	67395409	67397401	protein_coding
11	ENSG00000235855	RP11-655M14.6	67489954	67490926	pseudogene
11	ENSG00000254883	RP11-655M14.14	67511793	67512116	pseudogene
11	ENSG00000160172	FAM86C2P	67559119	67572807	pseudogene
11	ENSG00000255554	OR7E1P	67741757	67742714	pseudogene
11	ENSG00000006534	ALDH3B1	67776048	67796744	protein_coding
11	ENSG00000110721	CHKA	67820326	67888911	protein_coding
11	ENSG00000171067	C11orf24	68028803	68039469	protein_coding
11	ENSG00000132749	MTL5	68474908	68519032	protein_coding
11	ENSG00000250508	RP11-757G1.6	68638132	68642010	lincRNA
11	ENSG00000197345	MRPL21	68658744	68671303	protein_coding
11	ENSG00000172938	MRGPRD	68747490	68748455	protein_coding
11	ENSG00000172935	MRGPRF	68771863	68780877	protein_coding
11	ENSG00000261070	RP11-554A11.8	68914696	68939032	lincRNA
11	ENSG00000255980	AP000439.1	69240458	69244389	lincRNA
11	ENSG00000255774	AP000439.3	69291901	69294708	lincRNA
11	ENSG00000110092	CCND1	69455855	69469242	protein_coding
11	ENSG00000186895	FGF3	69624992	69633792	protein_coding
11	ENSG00000254605	RP11-626H12.2	69860964	69867165	lincRNA
11	ENSG00000131620	ANO1	69924408	70035634	protein_coding
11	ENSG00000168040	FADD	70049269	70053496	protein_coding
11	ENSG00000172900	AP002387.1	71093647	71134469	pseudogene
11	ENSG00000244411	KRTAP5-7	71238313	71239210	protein_coding
11	ENSG00000204572	KRTAP5-10	71276609	71279980	protein_coding
11	ENSG00000248903	AP000867.14	71279726	71279980	pseudogene
11	ENSG00000204571	KRTAP5-11	71292901	71314399	protein_coding
11	ENSG00000255261	OR7E4P	71331066	71332078	pseudogene
11	ENSG00000239481	RP11-167J8.1	71380566	71381343	pseudogene
11	ENSG00000158483	FAM86C1	71498556	71512282	protein_coding
11	ENSG00000214534	ZNF705E	71518637	71532594	pseudogene
11	ENSG00000255157	CTD-2313N18.8	71567323	71574704	pseudogene
11	ENSG00000228915	RP11-757C15.2	71604456	71605479	pseudogene
11	ENSG00000137496	IL18BP	71709587	71716761	protein_coding
11	ENSG00000184154	LRTOMT	71791382	71821828	protein_coding
11	ENSG00000110200	ANAPC15	71817424	71823826	protein_coding
11	ENSG00000110195	FOLR1	71900602	71907345	protein_coding
11	ENSG00000165462	PHOX2A	71950121	71956708	protein_coding
11	ENSG00000228286	AP000593.5	71960900	71962332	pseudogene
11	ENSG00000162129	CLPB	72003469	72145692	protein_coding
11	ENSG00000244134	RPS12P20	72419231	72419610	pseudogene
11	ENSG00000137478	FCHSD2	72547790	72853306	protein_coding
11	ENSG00000256347	RP11-800A3.5	72959824	72960912	pseudogene
11	ENSG00000054967	RELT	73087309	73108519	protein_coding
11	ENSG00000255786	RP11-809N8.6	73163065	73163389	pseudogene
11	ENSG00000270323	AP000860.2	73351524	73352082	pseudogene
11	ENSG00000149380	P4HA3	73946846	74022702	protein_coding
11	ENSG00000246211	RP11-632K5.3	74022407	74035750	lincRNA
11	ENSG00000165434	PGM2L1	74041363	74109518	protein_coding
11	ENSG00000212961	HNRNPA1P40	74065488	74066765	pseudogene
11	ENSG00000255444	RP11-702H23.3	74193295	74193587	pseudogene
11	ENSG00000175536	LIPT2	74202757	74204778	protein_coding
11	ENSG00000227615	RP11-864N7.2	74456761	74457159	pseudogene
11	ENSG00000137491	SLCO2B1	74811608	74917594	protein_coding
11	ENSG00000254475	RP11-158C6.3	74842183	74842925	pseudogene
11	ENSG00000255136	CTD-2562J17.4	74919099	74952218	lincRNA
11	ENSG00000137486	ARRB1	74975226	75062873	protein_coding
11	ENSG00000149273	RPS3	75110530	75133324	protein_coding
11	ENSG00000149243	KLHL35	75133438	75141674	protein_coding
11	ENSG00000149257	SERPINH1	75273101	75283828	protein_coding
11	ENSG00000166391	MOGAT2	75428864	75444003	protein_coding
11	ENSG00000062282	DGAT2	75470557	75512579	protein_coding
11	ENSG00000255255	PPP1R1AP1	75622248	75622672	pseudogene
11	ENSG00000254915	RP11-263C24.3	75653173	75653479	pseudogene
11	ENSG00000085741	WNT11	75897369	75921780	protein_coding
11	ENSG00000255362	RP11-619A14.3	75922000	75927069	lincRNA
11	ENSG00000137492	PRKRIR	76061000	76092015	protein_coding
11	ENSG00000255135	RP11-111M22.3	76152382	76155700	lincRNA
11	ENSG00000158636	C11orf30	76155967	76264069	protein_coding
11	ENSG00000254755	RP11-672A2.7	76302067	76302255	pseudogene
11	ENSG00000255479	RP11-672A2.6	76336506	76337878	lincRNA
11	ENSG00000137507	LRRC32	76368568	76381791	protein_coding
11	ENSG00000149260	CAPN5	76777979	76837201	protein_coding
11	ENSG00000178795	GDPD4	76927603	77012732	protein_coding
11	ENSG00000224829	CTD-2589O24.1	77024651	77025077	pseudogene
11	ENSG00000268635	DKFZP434E1119	77184416	77188074	protein_coding
11	ENSG00000178301	AQP11	77300436	77321400	protein_coding
11	ENSG00000219529	AP000580.1	77524365	77524722	pseudogene
11	ENSG00000159063	ALG8	77811982	77850706	protein_coding
11	ENSG00000188997	KCTD21	77882295	77899868	protein_coding
11	ENSG00000251323	RP11-452H21.4	78135028	78140882	lincRNA
11	ENSG00000137513	NARS2	78147007	78285919	protein_coding
11	ENSG00000254885	RP11-802F5.1	78902603	78904205	lincRNA
11	ENSG00000255209	RP11-258O13.1	79316011	79323344	lincRNA
11	ENSG00000254471	RP11-885L14.1	79698556	79700673	pseudogene
11	ENSG00000254434	CTD-2555I5.1	80032664	80038955	lincRNA
11	ENSG00000255014	ARL6IP1P3	80364473	80365032	pseudogene
11	ENSG00000255178	RP11-686G23.2	80462243	80473869	lincRNA
11	ENSG00000254747	RP11-664H7.1	81263268	81263558	pseudogene
11	ENSG00000255246	RP11-179A16.2	82314785	82354461	lincRNA
11	ENSG00000255382	RP11-718B12.2	82502704	82528188	lincRNA
11	ENSG00000255503	RP11-113K21.4	82783444	82808238	lincRNA
11	ENSG00000254965	RP11-113K21.2	82822102	82822484	pseudogene
11	ENSG00000165494	PCF11	82868030	82898493	protein_coding
11	ENSG00000241020	RP11-727A23.1	82924047	82924446	pseudogene
11	ENSG00000255003	CTD-2240G15.1	83039969	83040289	pseudogene
11	ENSG00000213305	HNRNPCP6	84731829	84732699	pseudogene
11	ENSG00000171202	TMEM126A	85359011	85367591	protein_coding
11	ENSG00000137501	SYTL2	85405267	85522184	protein_coding
11	ENSG00000254479	SLC25A1P1	85645780	85646706	pseudogene
11	ENSG00000254699	RP11-12D16.2	85903829	85904524	lincRNA
11	ENSG00000149201	CCDC81	86085778	86134151	protein_coding
11	ENSG00000151376	ME3	86152150	86383678	protein_coding
11	ENSG00000255250	CTD-2005H7.2	86438397	86476307	lincRNA
11	ENSG00000150687	PRSS23	86502101	86663952	protein_coding
11	ENSG00000271318	AP000654.5	86532185	86532770	pseudogene
11	ENSG00000255203	OR7E2P	86568101	86568989	pseudogene
11	ENSG00000174804	FZD4	86656721	86666433	protein_coding
11	ENSG00000166575	TMEM135	86748886	87034800	protein_coding
11	ENSG00000254843	RP11-648O15.1	86805776	86807627	pseudogene
11	ENSG00000254582	PSMA2P1	87040449	87041094	pseudogene
11	ENSG00000255183	RP11-720D4.3	87429246	87430303	lincRNA
11	ENSG00000255022	RP11-665E10.1	87527116	87527416	pseudogene
11	ENSG00000109861	CTSC	88026760	88070955	protein_coding
11	ENSG00000249489	GAPDHP70	88141347	88142391	pseudogene
11	ENSG00000168959	GRM5	88237744	88799113	protein_coding
11	ENSG00000077498	TYR	88910620	89028927	protein_coding
11	ENSG00000197692	CBX3P7	89026913	89027414	pseudogene
11	ENSG00000234376	UBTFL2	89485953	89487143	pseudogene
11	ENSG00000254971	RP11-313I2.11	89487150	89488121	lincRNA
11	ENSG00000204456	RP11-313I2.10	89499608	89502004	pseudogene
11	ENSG00000255285	RP11-358N4.5	89522580	89522901	pseudogene
11	ENSG00000166013	TRIM53BP	89575165	89584138	pseudogene
11	ENSG00000254785	RP11-81M19.1	89628967	89633617	pseudogene
11	ENSG00000223417	TRIM49D1	89644279	89654935	protein_coding
11	ENSG00000233802	TRIM49D2P	89657232	89666218	pseudogene
11	ENSG00000254655	RP11-529A4.5	89693590	89693792	pseudogene
11	ENSG00000237706	TRIM51EP	89714609	89724840	pseudogene
11	ENSG00000223709	TRIM64EP	89789145	89796167	pseudogene
11	ENSG00000255009	UBTFL1	89819081	89820299	pseudogene
11	ENSG00000214391	RP11-121L10.3	90015728	90017340	pseudogene
11	ENSG00000255332	RP11-201M22.1	91527528	91545460	lincRNA
11	ENSG00000242248	RPL7AP57	91894272	91895055	pseudogene
11	ENSG00000165323	FAT3	92085262	92629618	protein_coding
11	ENSG00000249255	PGAM1P9	92099662	92100416	pseudogene
11	ENSG00000255287	RP11-676F20.3	92670607	92670832	pseudogene
11	ENSG00000254874	RP11-676F20.1	92698963	92699769	lincRNA
11	ENSG00000134640	MTNR1B	92702886	92718232	protein_coding
11	ENSG00000242807	RPL26P31	92785561	92785993	pseudogene
11	ENSG00000233737	RP11-573M3.4	92954652	92954796	pseudogene
11	ENSG00000255233	RP11-755E23.3	92973299	92974334	lincRNA
11	ENSG00000165325	CCDC67	93063137	93171653	protein_coding
11	ENSG00000166004	KIAA1731	93394805	93463522	protein_coding
11	ENSG00000166012	TAF1D	93463114	93517557	protein_coding
11	ENSG00000255995	HPRTP4	93724512	93724595	pseudogene
11	ENSG00000181333	HEPHL1	93754527	93846917	protein_coding
11	ENSG00000227593	RP11-715G18.3	93788189	93789138	pseudogene
11	ENSG00000123901	GPR83	94110477	94134585	protein_coding
11	ENSG00000255666	RP11-867G2.6	94375073	94384797	lincRNA
11	ENSG00000166025	AMOTL1	94439597	94609918	protein_coding
11	ENSG00000150316	CWC15	94695787	94706776	protein_coding
11	ENSG00000235268	KDM4E	94758422	94760760	protein_coding
11	ENSG00000256779	RP11-60C6.5	94770646	94771620	pseudogene
11	ENSG00000180771	SRSF8	94800056	94804388	pseudogene
11	ENSG00000149218	ENDOD1	94822974	94865809	protein_coding
11	ENSG00000270689	RP11-712B9.4	94876801	94878289	pseudogene
11	ENSG00000166037	CEP57	95523129	95565857	protein_coding
11	ENSG00000256885	AP001877.1	95556681	95557336	pseudogene
11	ENSG00000242993	RP11-697H10.1	95696383	95696788	pseudogene
11	ENSG00000256684	RP11-49K4.2	96241589	96247912	lincRNA
11	ENSG00000255376	RP11-360K13.2	96513671	96514225	pseudogene
11	ENSG00000254555	RP11-379J13.1	97779253	97779537	pseudogene
11	ENSG00000254939	CTD-2342I9.1	98435804	98437557	pseudogene
11	ENSG00000254599	RP11-115E19.1	98547121	98554465	lincRNA
11	ENSG00000255547	RPA2P3	100207588	100208357	pseudogene
11	ENSG00000170647	TMEM133	100862811	100864663	protein_coding
11	ENSG00000137672	TRPC6	101322295	101743293	protein_coding
11	ENSG00000137691	C11orf70	101918174	101955291	protein_coding
11	ENSG00000270868	RP11-864G5.7	102176843	102177002	pseudogene
11	ENSG00000152558	TMEM123	102267063	102341115	protein_coding
11	ENSG00000137673	MMP7	102391239	102401484	protein_coding
11	ENSG00000255798	RP11-817J15.3	102552041	102554644	protein_coding
11	ENSG00000225678	AP000619.5	102621801	102625674	pseudogene
11	ENSG00000166670	MMP10	102641234	102651359	protein_coding
11	ENSG00000149968	MMP3	102706532	102714534	protein_coding
11	ENSG00000254931	RP11-37O16.6	103273316	103273989	pseudogene
11	ENSG00000255350	RP11-37O16.3	103275037	103276562	pseudogene
11	ENSG00000254824	RP11-37O16.8	103280308	103280385	pseudogene
11	ENSG00000254987	RP11-563P16.1	103546722	103765999	lincRNA
11	ENSG00000170967	DDI1	103907308	103909922	protein_coding
11	ENSG00000256422	RP11-886D15.1	104316596	104480049	lincRNA
11	ENSG00000254569	RP11-693N9.1	104743991	104744144	pseudogene
11	ENSG00000137752	CASP1	104896170	104972158	protein_coding
11	ENSG00000255221	CARD17	104963196	104972158	protein_coding
11	ENSG00000255430	CASP1P1	104993388	104994066	pseudogene
11	ENSG00000254767	OR2AL1P	105065167	105065673	pseudogene
11	ENSG00000152578	GRIA4	105480721	105852819	protein_coding
11	ENSG00000255403	AP000641.1	105577025	105578663	pseudogene
11	ENSG00000182359	KBTBD3	105921825	105948492	protein_coding
11	ENSG00000254811	RP11-680E19.1	106120746	106135632	pseudogene
11	ENSG00000255353	RP11-382M14.1	107047012	107048256	pseudogene
11	ENSG00000261098	RP11-819C21.1	107182858	107186997	lincRNA
11	ENSG00000152404	CWF19L2	107197071	107328572	protein_coding
11	ENSG00000225215	SMARCE1P1	107274130	107275315	pseudogene
11	ENSG00000254758	AP000889.1	107513613	107514597	pseudogene
11	ENSG00000268602	AP002353.1	107582998	107595135	protein_coding
11	ENSG00000254702	CTD-2651C21.3	107606735	107609444	pseudogene
11	ENSG00000214305	AP001024.1	107650219	107652316	protein_coding
11	ENSG00000179331	RAB39A	107799229	107834208	protein_coding
11	ENSG00000149311	ATM	108093211	108239829	protein_coding
11	ENSG00000166323	C11orf65	108179246	108338258	protein_coding
11	ENSG00000110723	EXPH5	108376158	108464465	protein_coding
11	ENSG00000255379	CYCSP29	108693060	108693377	pseudogene
11	ENSG00000254482	RP11-386B1.1	109508194	109508854	pseudogene
11	ENSG00000254659	RP11-262A12.1	109622168	109694573	lincRNA
11	ENSG00000224776	RP11-361A21.1	109852918	109853769	pseudogene
11	ENSG00000255149	RP11-97I14.1	110747718	110747901	pseudogene
11	ENSG00000214290	C11orf93	111169565	111179460	protein_coding
11	ENSG00000255093	RP11-794P6.2	111322064	111328876	protein_coding
11	ENSG00000204381	LAYN	111411005	111432264	protein_coding
11	ENSG00000254990	RP11-108O10.2	111639392	111649074	lincRNA
11	ENSG00000086848	ALG9	111652919	111742305	protein_coding
11	ENSG00000254445	HSPB2-C11orf52	111783460	111797595	protein_coding
11	ENSG00000255286	RP11-708L7.7	111816363	111817616	pseudogene
11	ENSG00000150768	DLAT	111895538	111935114	protein_coding
11	ENSG00000230911	PPIHP1	111900582	111901091	pseudogene
11	ENSG00000150779	TIMM8B	111955524	111957522	protein_coding
11	ENSG00000150782	IL18	112013974	112034840	protein_coding
11	ENSG00000197580	BCO2	112046190	112095422	protein_coding
11	ENSG00000214264	RP11-356J5.5	112051496	112053914	pseudogene
11	ENSG00000213233	RPL23AP62	112332191	112332643	pseudogene
11	ENSG00000255484	RP11-65M17.1	112404945	112426525	lincRNA
11	ENSG00000149294	NCAM1	112831997	113149158	protein_coding
11	ENSG00000170209	ANKK1	113258513	113271140	protein_coding
11	ENSG00000086827	ZW10	113603909	113644533	protein_coding
11	ENSG00000243353	RP11-667M19.1	113621838	113622008	pseudogene
11	ENSG00000257101	LRRC37A13P	113662188	113662474	pseudogene
11	ENSG00000255710	RP11-667M19.9	113691578	113692607	pseudogene
11	ENSG00000149305	HTR3B	113775399	113817287	protein_coding
11	ENSG00000255663	RP11-212D19.4	114271404	114314654	protein_coding
11	ENSG00000270204	RP11-172C16.5	114388586	114389093	pseudogene
11	ENSG00000204361	NXPE2	114549108	114579362	protein_coding
11	ENSG00000257087	RP11-136I14.3	115409587	115410102	pseudogene
11	ENSG00000255599	AP000997.1	115498783	115500461	lincRNA
11	ENSG00000246100	LINC00900	115624966	115631345	lincRNA
11	ENSG00000244259	AP000797.1	115820914	115821519	pseudogene
11	ENSG00000237937	AP000770.1	116510139	116528969	lincRNA
11	ENSG00000137656	BUD13	116618886	116643704	protein_coding
11	ENSG00000231611	AP006216.11	116645826	116646592	lincRNA
11	ENSG00000109917	ZNF259	116648436	116658766	protein_coding
11	ENSG00000110244	APOA4	116691419	116694022	protein_coding
11	ENSG00000225236	AP000936.5	116988510	116989897	pseudogene
11	ENSG00000149591	TAGLN	117070037	117075498	protein_coding
11	ENSG00000271412	AP000892.8	117206972	117207347	pseudogene
11	ENSG00000255245	FXYD6-FXYD2	117690878	117747382	protein_coding
11	ENSG00000137747	TMPRSS13	117771358	117800174	protein_coding
11	ENSG00000149575	SCN2B	118032666	118047388	protein_coding
11	ENSG00000160588	MPZL3	118097409	118123065	protein_coding
11	ENSG00000110344	UBE4A	118230300	118269926	protein_coding
11	ENSG00000118058	KMT2A	118307205	118397539	protein_coding
11	ENSG00000149582	TMEM25	118401756	118417995	protein_coding
11	ENSG00000095139	ARCN1	118443105	118473748	protein_coding
11	ENSG00000254621	SETP16	118704555	118705265	pseudogene
11	ENSG00000160683	CXCR5	118754475	118768508	protein_coding
11	ENSG00000118181	RPS25	118886422	118889401	protein_coding
11	ENSG00000137700	SLC37A4	118894824	118901616	protein_coding
11	ENSG00000256269	HMBS	118955576	118964259	protein_coding
11	ENSG00000172375	C2CD2L	118972908	118989252	protein_coding
11	ENSG00000268192	AP002956.1	119027590	119027930	protein_coding
11	ENSG00000248712	CCDC153	119060347	119067479	protein_coding
11	ENSG00000076706	MCAM	119179241	119192231	protein_coding
11	ENSG00000259159	MFRP	119209652	119217368	protein_coding
11	ENSG00000254590	RP11-334E6.2	119273502	119274798	pseudogene
11	ENSG00000154096	THY1	119288090	119295695	protein_coding
11	ENSG00000255216	RP11-831A10.1	119879313	119882867	lincRNA
11	ENSG00000137699	TRIM29	119981983	120056237	protein_coding
11	ENSG00000137709	POU2F3	120107349	120190653	protein_coding
11	ENSG00000196914	ARHGEF12	120207787	120360645	protein_coding
11	ENSG00000204306	AP002348.1	120382511	120385732	protein_coding
11	ENSG00000255006	TCEB1P22	120490643	120490976	pseudogene
11	ENSG00000244400	RPS4XP12	121120979	121121687	pseudogene
11	ENSG00000271022	RP11-142I2.1	121297354	121298125	pseudogene
11	ENSG00000137642	SORL1	121322912	121504402	protein_coding
11	ENSG00000255015	RP11-716H6.1	122165646	122172471	lincRNA
11	ENSG00000254572	GLULP3	122484152	122485194	pseudogene
11	ENSG00000154127	UBASH3B	122526383	122685181	protein_coding
11	ENSG00000109944	C11orf63	122753391	122830506	protein_coding
11	ENSG00000188909	BSX	122848278	122852428	protein_coding
11	ENSG00000213184	RP11-335F8.2	122888346	122889369	pseudogene
11	ENSG00000233541	RPL31P47	122921869	122922109	pseudogene
11	ENSG00000166250	CLMP	122943035	123065989	protein_coding
11	ENSG00000255342	RP11-762B21.5	123006631	123007084	pseudogene
11	ENSG00000255414	AP000783.2	123325106	123331118	lincRNA
11	ENSG00000023171	GRAMD1B	123396344	123498482	protein_coding
11	ENSG00000254449	SF3A3P2	123468654	123470160	pseudogene
11	ENSG00000221931	OR6X1	123624196	123625253	protein_coding
11	ENSG00000254430	OR6M3P	123732530	123733229	pseudogene
11	ENSG00000181518	OR8D4	123777109	123778183	protein_coding
11	ENSG00000196248	OR10S1	123847368	123848488	protein_coding
11	ENSG00000198674	OR10G6	123864870	123865870	pseudogene
11	ENSG00000254737	OR10G4	123886282	123887217	protein_coding
11	ENSG00000182634	OR10G7	123908773	123909717	protein_coding
11	ENSG00000213182	OR10D5P	123925577	123926414	pseudogene
11	ENSG00000197309	OR10D3	124055923	124056952	protein_coding
11	ENSG00000239426	OR8F1P	124077890	124078822	pseudogene
11	ENSG00000254845	OR8G7P	124109121	124110228	pseudogene
11	ENSG00000255116	SLC5A4P1	124143866	124144475	pseudogene
11	ENSG00000197263	OR8D2	124189134	124190184	protein_coding
11	ENSG00000254976	OR8B7P	124194767	124195685	pseudogene
11	ENSG00000227737	OR8B1P	124235530	124236447	pseudogene
11	ENSG00000204293	OR8B2	124252291	124253258	protein_coding
11	ENSG00000198657	OR8B4	124293807	124294789	protein_coding
11	ENSG00000254646	OR8B10P	124386207	124387138	pseudogene
11	ENSG00000110013	SIAE	124503009	124565603	protein_coding
11	ENSG00000154146	NRGN	124609829	124617869	protein_coding
11	ENSG00000149564	ESAM	124622026	124632186	protein_coding
11	ENSG00000221932	HEPN1	124789146	124790573	protein_coding
11	ENSG00000149557	FEZ1	125315646	125366213	protein_coding
11	ENSG00000149554	CHEK1	125495036	125546150	protein_coding
11	ENSG00000171053	PATE1	125616188	125619762	protein_coding
11	ENSG00000237353	PATE4	125703211	125709964	protein_coding
11	ENSG00000110060	PUS3	125763381	125773116	protein_coding
11	ENSG00000254790	RP11-680F20.4	125810391	125811088	lincRNA
11	ENSG00000254833	RP11-50B3.2	126030609	126045930	lincRNA
11	ENSG00000197798	FAM118B	126081309	126132881	protein_coding
11	ENSG00000182934	SRPR	126132814	126139039	protein_coding
11	ENSG00000255062	RP11-712L6.5	126164193	126174213	protein_coding
11	ENSG00000149571	KIRREL3	126293254	126873355	protein_coding
11	ENSG00000254591	RP11-822P1.1	127527463	127527772	pseudogene
11	ENSG00000134954	ETS1	128328656	128457437	protein_coding
11	ENSG00000270160	RP11-264E20.2	128484235	128485131	lincRNA
11	ENSG00000120457	KCNJ5	128761251	128790930	protein_coding
11	ENSG00000134909	ARHGAP32	128834955	129149219	protein_coding
11	ENSG00000255259	ZNF123P	129165181	129166376	pseudogene
11	ENSG00000255188	RP11-507F16.1	129657959	129658085	pseudogene
11	ENSG00000170322	NFRKB	129733531	129765485	protein_coding
11	ENSG00000233220	LINC00167	129872833	129874251	lincRNA
11	ENSG00000255262	TCEB2P2	129902759	129903115	pseudogene
11	ENSG00000267981	AP003041.2	129936836	129944012	protein_coding
11	ENSG00000255220	DDX18P5	130165536	130166841	pseudogene
11	ENSG00000236616	BAK1P2	130416694	130417324	pseudogene
11	ENSG00000255455	RP11-890B15.3	130736149	130740142	lincRNA
11	ENSG00000120451	SNX19	130745331	130786404	protein_coding
11	ENSG00000237612	AP002856.7	131104433	131121711	lincRNA
11	ENSG00000224795	AP003039.3	131532025	131533477	lincRNA
11	ENSG00000204241	RP11-713P17.3	133902167	133916744	lincRNA
11	ENSG00000151503	NCAPD3	134020014	134095348	protein_coding
11	ENSG00000254616	RP11-700F16.2	134042990	134043575	pseudogene
11	ENSG00000151502	VPS26B	134094539	134117686	protein_coding
11	ENSG00000166105	GLB1L3	134144139	134189458	protein_coding
